"uid","year.uid","year","yr_surv","col_area","rs","nboffspring","sum_surv","yrlg_disp","death_type","massjun","massaug","nb_mass","age","age_class","sex","year_recruit","yrs_aft_recruit"
"4457_6859","2010.4457_6859",2010,0,"horsemound","no",NA,0,NA,NA,602.136391195868,1710.39325858104,3,0,"J","M",2010,0
"4458_4172","2010.4458_4172",2010,0,"river","no",NA,0,NA,NA,486.133534584486,1463.03053204393,1,0,"J","F",2010,0
"4508_4512","2010.4508_4512",2010,1,"picnic_lower","wean",5,1,NA,NA,3086.70707730795,3620.32435068122,3,6,"A","F",2004,6
"4509_4521","2010.4509_4521",2010,0,"gothictown","wean",9,1,NA,NA,3569.72819678799,4536.86187691639,3,5,"A","F",2005,5
"4551_5163","2010.4551_5163",2010,0,"bench","sire",2,0,NA,NA,NA,NA,NA,3,"A","M",2007,3
"4575_5174","2010.4575_5174",2010,0,"river_rivermound","no",NA,1,NA,NA,2864.08559168368,3643.13370173279,1,3,"A","F",2007,3
"4655_4665","2010.4655_4665",2010,0,"picnic_upper","sire",1,0,NA,NA,NA,NA,NA,6,"A","M",2004,6
"4657_4995","2010.4657_4995",2010,0,"bench","wean",6,1,NA,NA,3039.71684995574,4008.71492610664,4,6,"A","F",2004,6
"4666_4663","2010.4666_4663",2010,0,"bench","wean",1,0,NA,NA,3085.91283968575,3996.61958499606,3,6,"A","F",2004,6
"4692_4681","2010.4692_4681",2010,0,"boulder","wean",4,NA,NA,NA,2738.97383576223,3391.43675011136,5,6,"A","F",2004,6
"4715_4716","2010.4715_4716",2010,0,"bench","wean",3,1,NA,NA,3453.69716868779,4374.62213449969,1,7,"A","F",2003,7
"4780_6855","2010.4780_6855",2010,1,"river","no",NA,1,NA,NA,447.993010845207,1421.49821103293,6,0,"J","M",2010,0
"4788_4815","2010.4788_4815",2010,0,"gothictown",NA,NA,0,NA,NA,317.47703681263,1532.03610002286,2,0,"J","M",2010,0
"4795_4452","2010.4795_4452",2010,0,"gothictown",NA,NA,0,NA,NA,472.830667032086,1947.05158191121,3,0,"J","M",2010,0
"4800_4453","2010.4800_4453",2010,0,"gothictown",NA,NA,0,NA,NA,389.913854845408,1352.81442362585,1,0,"J","F",2010,0
"4804_6930","2010.4804_6930",2010,0,"river_rivermound","no",NA,1,0,NA,1868.13660477027,4334.20427406794,4,1,"Y","M",2009,1
"4807_4810","2010.4807_4810",2010,0,"bench","no",NA,1,0,NA,2120.91936744088,4164.33973940607,8,1,"Y","M",2009,1
"4816_4811","2010.4816_4811",2010,1,"gothictown","no",NA,1,0,NA,1484.44779428338,3709.11807193025,9,1,"Y","F",2009,1
"4817_4820","2010.4817_4820",2010,0,"bench","no",NA,1,0,NA,2470.75040349112,4770.75015422218,13,1,"Y","M",2009,1
"4818_4801","2010.4818_4801",2010,0,"river_rivermound","no",NA,0,1,NA,1704.84712640861,4140.76143243827,7,1,"Y","M",2009,1
"4821_6939","2010.4821_6939",2010,1,"river_sprucemound","no",NA,1,1,NA,1111.72635925057,2722.59904824832,1,1,"Y","F",2009,1
"4830_4029","2010.4830_4029",2010,1,"river_sprucemound","wean",4,1,NA,NA,3162.75334756563,3981.85099734018,9,7,"A","F",2003,7
"4837_4831","2010.4837_4831",2010,1,"river_sprucemound","wean",4,1,NA,NA,3260.48574782126,4149.07828297692,2,7,"A","F",2003,7
"4883_4885","2010.4883_4885",2010,0,"river_sprucemound","sire",20,0,NA,NA,NA,NA,NA,6,"A","M",2004,6
"4891_4836","2010.4891_4836",2010,0,"river_sprucemound","wean",5,1,NA,NA,3155.09293246913,4021.94979799255,2,7,"A","F",2003,7
"4901_5896","2010.4901_5896",2010,0,"picnic_lower","lac",NA,0,NA,NA,2798.94773387531,3572.60660575281,1,5,"A","F",2005,5
"4932_4945","2010.4932_4945",2010,0,"bench","wean",7,0,NA,NA,NA,NA,NA,5,"A","F",2005,5
"4948_4959","2010.4948_4959",2010,1,"boulder","sire",10,NA,NA,NA,2958.35086133547,4695.47138659288,1,5,"A","M",2005,5
"4964_4968","2010.4964_4968",2010,1,"horsemound","preg",NA,1,NA,NA,3069.51845412384,4303.5537423687,2,5,"A","F",2005,5
"4996_4107","2010.4996_4107",2010,1,"river_sprucemound","sire",13,1,NA,NA,4232.83202499567,6237.13620664362,1,6,"A","M",2004,6
"5011_5186","2010.5011_5186",2010,0,"river_rivermound","sire",2,0,NA,NA,NA,NA,NA,3,"A","M",2007,3
"5172_5850","2010.5172_5850",2010,0,"river_rivermound","no",NA,1,NA,NA,3314.27043427625,4452.00980901923,1,3,"A","F",2007,3
"5207_5212","2010.5207_5212",2010,1,"picnic_upper","sire",8,1,NA,NA,2775.45202933197,4507.81328381597,3,4,"A","M",2006,4
"5263_5249","2010.5263_5249",2010,1,"mm_aspen","wean",3,1,NA,NA,2407.80139481273,3272.82669769257,14,3,"A","F",2007,3
"5271_4233","2010.5271_4233",2010,0,"mm_aspen","wean",4,1,NA,NA,2836.41224437737,3637.0756999094,14,3,"A","F",2007,3
"5285_5088","2010.5285_5088",2010,1,"mm_maintalus","wean",6,1,NA,NA,2674.55818871617,3368.50363350653,2,4,"A","F",2006,4
"5410_4791","2010.5410_4791",2010,0,"river","no",NA,1,NA,NA,470.819209850633,1392.81224725173,7,0,"J","F",2010,0
"5501_5503","2010.5501_5503",2010,1,"picnic_lower","wean",3,1,NA,NA,2423.27958196549,3182.29472718754,4,3,"A","F",2007,3
"5540_5546","2010.5540_5546",2010,1,"picnic_lower","no",NA,1,NA,NA,2035.98149181481,3265.14736101216,15,2,"S","F",2008,2
"5551_5564","2010.5551_5564",2010,0,"stonefield_south","sire",7,NA,NA,NA,2968.70149092614,4486.87844642993,1,3,"A","M",2007,3
"5603_6281","2010.5603_6281",2010,0,"gothictown","wean",4,0,NA,NA,1742.27035585717,3779.62773284185,4,2,"S","F",2008,2
"5608_5616","2010.5608_5616",2010,1,"picnic_lower","scro",NA,1,NA,NA,2448.73325744179,4191.21784647441,5,2,"S","M",2008,2
"5612_5655","2010.5612_5655",2010,0,"bench","sire",13,0,NA,NA,3410.30876408087,4999.78236286728,2,2,"S","M",2008,2
"5624_5698","2010.5624_5698",2010,0,"picnic_lower",NA,NA,0,NA,NA,NA,NA,NA,2,"S","F",2008,2
"5632_5668","2010.5632_5668",2010,0,"northpk","sire",3,NA,NA,NA,2306.62002394259,3774.32457872803,1,2,"S","M",2008,2
"5634_5640","2010.5634_5640",2010,0,"gothictown","no",NA,1,0,NA,2048.72501248891,3790.02572694185,3,1,"Y","M",2009,1
"5650_5552","2010.5650_5552",2010,0,"bench","no",NA,1,0,NA,2520.36979636486,5050.58148465107,9,1,"Y","M",2009,1
"5657_5666","2010.5657_5666",2010,0,"picnic_lower","wean",1,1,NA,NA,2277.38645926948,2725.62271742733,7,2,"S","F",2008,2
"5662_5644","2010.5662_5644",2010,0,"mm_maintalus",NA,NA,0,NA,NA,NA,NA,NA,2,"S","M",2008,2
"5739_5733","2010.5739_5733",2010,1,"picnic_lower","wean",5,1,NA,NA,NA,NA,NA,5,"A","F",2005,5
"5833_5826","2010.5833_5826",2010,0,"boulder","wean",1,NA,NA,NA,2164.74591268026,2847.65973202626,2,3,"A","F",2007,3
"5834_5574","2010.5834_5574",2010,0,"river_southmound",NA,NA,0,NA,NA,2120.91869441346,3002.17238479033,1,2,"S","F",2008,2
"5853_5779","2010.5853_5779",2010,0,"bench","sire",3,0,NA,NA,NA,NA,NA,4,"A","M",2006,4
"5897_5919","2010.5897_5919",2010,1,"picnic_lower","wean",6,1,NA,NA,2486.64924804112,3243.0310153838,2,5,"A","F",2005,5
"6007_6014","2010.6007_6014",2010,0,"stonefield_south","sire",1,NA,NA,NA,NA,NA,NA,3,"A","M",2007,3
"6034_6035","2010.6034_6035",2010,0,"gothictown","no",NA,0,NA,NA,2906.42723382937,4236.28066643615,1,2,"S","M",2008,2
"6040_6195","2010.6040_6195",2010,0,"bench","no",NA,1,0,NA,2222.91706895543,4438.75499692811,9,1,"Y","M",2009,1
"6052_6973","2010.6052_6973",2010,1,"gothictown","no",NA,1,0,NA,2046.79309814641,3735.88558553961,5,1,"Y","F",2009,1
"6070_6029","2010.6070_6029",2010,0,"river_sprucemound","no",NA,0,NA,NA,2367.2197548266,3309.16132001628,1,2,"S","F",2008,2
"6080_6085","2010.6080_6085",2010,0,"river_sprucemound",NA,NA,0,NA,NA,NA,NA,NA,2,"S","M",2008,2
"6081_6279","2010.6081_6279",2010,0,"gothictown","no",NA,1,0,NA,1862.91930284166,3513.49301243255,5,1,"Y","F",2009,1
"6101_6103","2010.6101_6103",2010,1,"mm_maintalus","wean",3,1,NA,NA,2083.81348899588,3143.65730254527,12,2,"S","F",2008,2
"6104_6133","2010.6104_6133",2010,0,"gothictown","no",NA,0,0,NA,2376.16021396992,4147.42065503244,2,1,"Y","M",2009,1
"6112_6903","2010.6112_6903",2010,1,"river_southmound","no",NA,1,0,NA,1650.91765500028,3143.60334080773,5,1,"Y","M",2009,1
"6120_6102","2010.6120_6102",2010,0,"gothictown","no",NA,0,1,NA,2122.79096115558,3939.91958187606,2,1,"Y","M",2009,1
"6125_6193","2010.6125_6193",2010,0,"gothictown","no",NA,0,1,NA,1818.18620549312,3547.52108889146,4,1,"Y","F",2009,1
"6128_6945","2010.6128_6945",2010,0,"river_rivermound","no",NA,0,0,NA,1950.20531285527,3904.50778256542,3,1,"Y","M",2009,1
"6132_6938","2010.6132_6938",2010,0,"river_sprucemound",NA,NA,0,0,NA,NA,NA,NA,1,"Y","M",2009,1
"6142_6178","2010.6142_6178",2010,1,"gothictown","no",NA,1,0,NA,1393.32121781223,2979.63955282095,8,1,"Y","F",2009,1
"6144_6184","2010.6144_6184",2010,0,"bench","no",NA,0,0,NA,2154.25340256627,4448.04254918317,4,1,"Y","M",2009,1
"6158_6970","2010.6158_6970",2010,0,"horsemound","wean",3,1,0,NA,1592.70488855594,2894.62635483657,5,1,"Y","F",2009,1
"6160_6450","2010.6160_6450",2010,0,"gothictown","no",NA,0,NA,NA,341.442544004437,1803.50104198645,2,0,"J","M",2010,0
"6172_6351","2010.6172_6351",2010,0,"picnic_lower",NA,NA,1,NA,NA,436.527716859102,947.908649336522,4,0,"J","M",2010,0
"6173_6241","2010.6173_6241",2010,0,"gothictown","no",NA,0,0,NA,1412.2675160647,3095.13563005761,1,1,"Y","F",2009,1
"6174_6169","2010.6174_6169",2010,0,"bench","no",NA,0,NA,NA,253.550450531621,1322.77908770284,3,0,"J","F",2010,0
"6185_6126","2010.6185_6126",2010,0,"river_rivermound","no",NA,1,0,NA,1779.21787767961,3769.92620671461,2,1,"Y","M",2009,1
"6192_6179","2010.6192_6179",2010,0,"gothictown",NA,NA,0,0,NA,2081.85864635092,4035.03882850781,1,1,"Y","M",2009,1
"6194_6182","2010.6194_6182",2010,0,"gothictown","no",NA,0,1,NA,2287.14251200223,3493.39417390004,5,1,"Y","M",2009,1
"6196_6251","2010.6196_6251",2010,0,"bench","no",NA,1,1,NA,1640.59556836628,3199.84718731981,7,1,"Y","F",2009,1
"6200_6180","2010.6200_6180",2010,0,"gothictown",NA,NA,0,0,NA,NA,NA,NA,1,"Y","M",2009,1
"6232_6234","2010.6232_6234",2010,1,"horsemound","sire",2,1,NA,NA,3141.42811769336,4829.05223508345,1,2,"S","M",2008,2
"6259_6047","2010.6259_6047",2010,0,"river_sprucemound",NA,NA,0,NA,NA,NA,NA,NA,2,"S","F",2008,2
"6272_6846","2010.6272_6846",2010,0,"bench","no",NA,1,NA,NA,242.292131691259,1252.52050352666,2,0,"J","F",2010,0
"6276_6904","2010.6276_6904",2010,1,"river_sprucemound","no",NA,1,0,NA,1762.22483810536,3862.95884468529,4,1,"Y","M",2009,1
"6290_6845","2010.6290_6845",2010,0,"gothictown","no",NA,0,0,NA,1074.59568863676,2867.6631975322,2,1,"Y","M",2009,1
"6298_6154","2010.6298_6154",2010,1,"northpk",NA,NA,NA,NA,NA,623.265937860361,1503.75188550683,1,0,"J","M",2010,0
"6301_6305","2010.6301_6305",2010,0,"boulder",NA,NA,NA,NA,NA,593.345164749118,1395.26950137188,6,0,"J","M",2010,0
"6303_6313","2010.6303_6313",2010,0,"gothictown",NA,NA,0,NA,NA,421.527537829914,1490.04524102048,1,0,"J","F",2010,0
"6310_6143","2010.6310_6143",2010,0,"gothictown",NA,NA,0,NA,NA,357.840072865375,1386.71586462316,4,0,"J","M",2010,0
"6311_6324","2010.6311_6324",2010,0,"river","no",NA,0,NA,NA,463.570927570923,1382.53987974091,4,0,"J","M",2010,0
"6316_6302","2010.6316_6302",2010,0,"gothictown","no",NA,0,NA,NA,396.464851359088,1336.87848157172,5,0,"J","F",2010,0
"6318_6314","2010.6318_6314",2010,0,"gothictown",NA,NA,0,NA,NA,380.725400836457,1404.25918348169,1,0,"J","F",2010,0
"6319_6320","2010.6319_6320",2010,0,"gothictown",NA,NA,0,NA,NA,369.558928615458,1469.73769300053,3,0,"J","M",2010,0
"6322_6315","2010.6322_6315",2010,0,"gothictown",NA,NA,0,NA,NA,363.922566930281,1361.0344518275,5,0,"J","F",2010,0
"6331_6893","2010.6331_6893",2010,1,"stonefield","no",NA,NA,NA,NA,377.486604408934,1213.5400775821,1,0,"J","F",2010,0
"6340_6343","2010.6340_6343",2010,0,"picnic_lower","no",NA,1,NA,NA,486.973053371063,1661.86995376915,6,0,"J","M",2010,0
"6345_6350","2010.6345_6350",2010,1,"picnic_lower",NA,NA,1,NA,NA,498.510179549699,1514.11291748728,2,0,"J","F",2010,0
"6346_6347","2010.6346_6347",2010,0,"picnic_lower","no",NA,0,NA,NA,499.962181624962,1398.39356961331,4,0,"J","F",2010,0
"6349_6338","2010.6349_6338",2010,0,"picnic_lower",NA,NA,0,NA,NA,555.953204924119,1558.03934646705,1,0,"J","F",2010,0
"6352_6361","2010.6352_6361",2010,0,"picnic_lower",NA,NA,1,NA,NA,477.613734813978,1508.3985329384,6,0,"J","M",2010,0
"6353_6332","2010.6353_6332",2010,0,"picnic_lower",NA,NA,1,NA,NA,429.047968015446,918.464086130721,1,0,"J","M",2010,0
"6360_6889","2010.6360_6889",2010,1,"stonefield","no",NA,NA,NA,NA,359.664200893849,1233.76723175561,2,0,"J","M",2010,0
"6362_6359","2010.6362_6359",2010,0,"river",NA,NA,0,NA,NA,451.218523010609,1423.76977271686,1,0,"J","M",2010,0
"6364_6354","2010.6364_6354",2010,0,"river","scro",NA,1,NA,NA,502.479819128463,1614.38050448688,8,0,"J","M",2010,0
"6369_6328","2010.6369_6328",2010,0,"horsemound",NA,NA,0,NA,NA,604.99883535897,1729.01442604749,1,0,"J","M",2010,0
"6372_6867","2010.6372_6867",2010,1,"stonefield",NA,NA,NA,NA,NA,397.868023854038,1306.23950691851,1,0,"J","M",2010,0
"6374_6339","2010.6374_6339",2010,1,"picnic_lower","no",NA,1,NA,NA,578.222966996075,1724.50448937298,4,0,"J","M",2010,0
"6375_6522","2010.6375_6522",2010,1,"northpk",NA,NA,NA,NA,NA,760.619365999715,1659.30317935914,1,0,"J","M",2010,0
"6377_6511","2010.6377_6511",2010,0,"mm",NA,NA,0,NA,NA,390.148226422996,1174.03346381996,1,0,"J","F",2010,0
"6379_6507","2010.6379_6507",2010,0,"picnic_lower","no",NA,1,NA,NA,377.967562034506,897.86492588302,7,0,"J","F",2010,0
"6380_6505","2010.6380_6505",2010,1,"northpk",NA,NA,NA,NA,NA,635.796104473537,1449.36978232855,3,0,"J","F",2010,0
"6381_6509","2010.6381_6509",2010,0,"mm",NA,NA,0,NA,NA,395.135435167085,1183.37367952811,1,0,"J","F",2010,0
"6382_6525","2010.6382_6525",2010,0,"picnic_lower",NA,NA,0,NA,NA,663.843253033804,1328.23639083094,1,0,"J","F",2010,0
"6383_6395","2010.6383_6395",2010,0,"picnic_upper",NA,NA,1,NA,NA,320.178385415288,745.561361649759,5,0,"J","F",2010,0
"6384_6348","2010.6384_6348",2010,0,"picnic_lower",NA,NA,1,NA,NA,457.420574150303,1017.50694388688,3,0,"J","M",2010,0
"6385_6342","2010.6385_6342",2010,1,"mm","no",NA,1,NA,NA,499.444492737246,1368.46890066231,6,0,"J","F",2010,0
"6390_6503","2010.6390_6503",2010,0,"boulder",NA,NA,NA,NA,NA,521.64076195874,1194.58056641252,4,0,"J","F",2010,0
"6396_6400","2010.6396_6400",2010,1,"mm",NA,NA,1,NA,NA,471.702720875119,1437.49669660766,7,0,"J","M",2010,0
"6397_6510","2010.6397_6510",2010,0,"northpk",NA,NA,NA,NA,NA,633.328542105854,1442.70790983836,1,0,"J","F",2010,0
"6406_6423","2010.6406_6423",2010,0,"bench","no",NA,0,NA,NA,395.281983406035,1801.56121274838,7,0,"J","M",2010,0
"6408_6412","2010.6408_6412",2010,0,"bench","no",NA,0,NA,NA,330.031293458699,1467.29045121624,2,0,"J","F",2010,0
"6411_6401","2010.6411_6401",2010,0,"bench",NA,NA,0,NA,NA,275.233019017264,1530.48873598459,4,0,"J","F",2010,0
"6414_6402","2010.6414_6402",2010,0,"bench","no",NA,1,NA,NA,305.9678348597,1538.60340185474,3,0,"J","F",2010,0
"6418_6417","2010.6418_6417",2010,0,"bench","no",NA,0,NA,NA,328.231182350371,1537.25302649678,3,0,"J","M",2010,0
"6421_6422","2010.6421_6422",2010,0,"bench","no",NA,1,NA,NA,361.287557766331,1587.0883140922,10,0,"J","F",2010,0
"6425_6407","2010.6425_6407",2010,0,"gothictown","no",NA,0,NA,NA,426.28104986535,1729.13145344735,4,0,"J","F",2010,0
"6428_6435","2010.6428_6435",2010,0,"gothictown",NA,NA,0,NA,NA,424.282326301209,1423.35707883634,3,0,"J","F",2010,0
"6429_6437","2010.6429_6437",2010,0,"gothictown",NA,NA,0,NA,NA,303.479582151056,1452.15482792791,3,0,"J","F",2010,0
"6439_6329","2010.6439_6329",2010,1,"river","no",NA,1,NA,NA,440.440233664098,1306.5609961357,6,0,"J","F",2010,0
"6440_6312","2010.6440_6312",2010,0,"gothictown",NA,NA,0,NA,NA,393.680962365803,1525.70089690134,3,0,"J","M",2010,0
"6442_6848","2010.6442_6848",2010,0,"picnic_lower",NA,NA,0,0,NA,NA,NA,NA,1,"Y","M",2009,1
"6461_6323","2010.6461_6323",2010,0,"bench",NA,NA,0,NA,NA,392.733978545023,1698.55581052227,1,0,"J","M",2010,0
"6462_6459","2010.6462_6459",2010,0,"gothictown","no",NA,0,1,NA,1667.77438364065,3526.94579331866,2,1,"Y","F",2009,1
"6471_6468","2010.6471_6468",2010,0,"gothictown",NA,NA,0,NA,NA,313.896137685731,1640.4325993744,3,0,"J","F",2010,0
"6474_6426","2010.6474_6426",2010,0,"gothictown","no",NA,0,NA,NA,243.562023137184,1432.7791297953,2,0,"J","F",2010,0
"6475_6432","2010.6475_6432",2010,0,"gothictown","no",NA,0,NA,NA,365.735746990844,1974.47156881265,4,0,"J","M",2010,0
"6479_6441","2010.6479_6441",2010,0,"bench","no",NA,0,NA,NA,329.040144611685,1414.88844056879,2,0,"J","M",2010,0
"6483_6785","2010.6483_6785",2010,0,"picnic_lower","no",NA,0,1,NA,1498.92837172088,3376.81682401247,4,1,"Y","M",2009,1
"6488_6497","2010.6488_6497",2010,0,"picnic_upper","no",NA,1,0,NA,831.001155963647,2864.50395265087,4,1,"Y","F",2009,1
"6489_6495","2010.6489_6495",2010,1,"picnic_upper","no",NA,1,NA,NA,936.624018266278,2772.55375568893,3,1,"Y","M",2009,1
"6500_6363","2010.6500_6363",2010,0,"picnic_upper",NA,NA,1,NA,NA,507.773796559403,872.765376037262,4,0,"J","M",2010,0
"6504_6376","2010.6504_6376",2010,1,"mm","no",NA,1,NA,NA,416.668572258521,1346.57160899458,6,0,"J","M",2010,0
"6513_6378","2010.6513_6378",2010,0,"boulder",NA,NA,NA,NA,NA,548.122675098123,1380.23268777868,1,0,"J","M",2010,0
"6514_6399","2010.6514_6399",2010,1,"boulder","no",NA,NA,NA,NA,570.767823004902,1413.51426134058,6,0,"J","F",2010,0
"6515_6393","2010.6515_6393",2010,0,"picnic_lower","no",NA,1,NA,NA,537.93900755509,1074.98940495511,4,0,"J","M",2010,0
"6516_6518","2010.6516_6518",2010,0,"mm","no",NA,0,NA,NA,469.84893351132,1405.22561610299,4,0,"J","M",2010,0
"6519_6524","2010.6519_6524",2010,0,"mm",NA,NA,0,NA,NA,467.063440642458,1343.37421822296,2,0,"J","F",2010,0
"6520_6521","2010.6520_6521",2010,1,"mm_aspen","no",NA,1,NA,NA,441.345131906896,1300.6342234435,8,0,"J","F",2010,0
"6523_6506","2010.6523_6506",2010,1,"mm","no",NA,1,NA,NA,515.342460607364,1628.45389029824,7,0,"J","F",2010,0
"6526_6530","2010.6526_6530",2010,0,"mm","no",NA,0,NA,NA,470.454739020093,1321.89262038282,3,0,"J","F",2010,0
"6534_6547","2010.6534_6547",2010,0,"picnic_upper","no",NA,1,NA,NA,652.005086759115,1091.93289682702,3,0,"J","M",2010,0
"6556_7935","2010.6556_7935",2010,0,"picnic_lower","no",NA,1,NA,NA,474.752083451602,1060.79567889453,5,0,"J","M",2010,0
"6564_6567","2010.6564_6567",2010,0,"picnic_lower","no",NA,0,NA,NA,519.610701681934,1531.76563164017,1,0,"J","M",2010,0
"6572_7929","2010.6572_7929",2010,0,"picnic_upper","no",NA,1,NA,NA,433.537185800577,766.175063820136,5,0,"J","M",2010,0
"6574_6563","2010.6574_6563",2010,0,"picnic_lower","no",NA,0,NA,NA,707.641513556307,1397.7436416344,1,0,"J","F",2010,0
"6575_7928","2010.6575_7928",2010,0,"picnic_upper","no",NA,0,NA,NA,243.422357938879,924.463444211395,2,0,"J","F",2010,0
"6577_6587","2010.6577_6587",2010,1,"mm_aspen","no",NA,1,NA,NA,426.838143402263,1341.12821975587,8,0,"J","F",2010,0
"6581_6585","2010.6581_6585",2010,1,"mm","no",NA,1,NA,NA,477.604252907667,1365.28157009775,8,0,"J","M",2010,0
"6591_6550","2010.6591_6550",2010,0,"picnic_upper","no",NA,1,NA,NA,504.363929251171,859.91376828133,4,0,"J","F",2010,0
"6592_6579","2010.6592_6579",2010,1,"mm_aspen","no",NA,1,NA,NA,527.309379139291,1536.9603372031,7,0,"J","F",2010,0
"6598_6528","2010.6598_6528",2010,0,"boulder","no",NA,NA,NA,NA,615.482597381881,1366.01064572266,8,0,"J","M",2010,0
"6599_6582","2010.6599_6582",2010,0,"mm","no",NA,1,NA,NA,340.003380082768,1052.26361667738,8,0,"J","M",2010,0
"6705_6718","2010.6705_6718",2010,0,"river_sprucemound","no",NA,0,NA,NA,1099.6769874677,2703.76643527307,1,1,"Y","F",2009,1
"6710_6482","2010.6710_6482",2010,0,"bench","no",NA,1,NA,NA,316.680951129086,1519.18641975366,5,0,"J","F",2010,0
"6715_6472","2010.6715_6472",2010,0,"mm_aspen","no",NA,0,0,NA,1025.38008194556,3023.1469882223,2,1,"Y","M",2009,1
"6722_6723","2010.6722_6723",2010,0,"northpk",NA,NA,NA,NA,NA,NA,NA,NA,1,"Y","M",2009,1
"6737_6436","2010.6737_6436",2010,0,"gothictown",NA,NA,0,NA,NA,432.411666427942,1512.1848681502,2,0,"J","F",2010,0
"6741_6733","2010.6741_6733",2010,0,"river_sprucemound","no",NA,1,0,NA,1209.21143270633,2868.04045858687,4,1,"Y","M",2009,1
"6742_6736","2010.6742_6736",2010,1,"river_sprucemound","no",NA,1,0,NA,1103.03233373437,2800.70860918409,5,1,"Y","F",2009,1
"6750_6798","2010.6750_6798",2010,1,"picnic_lower","no",NA,1,0,NA,1306.05727969341,3275.8287585778,5,1,"Y","F",2009,1
"6753_6480","2010.6753_6480",2010,0,"northpk","no",NA,NA,NA,NA,903.657916692879,2549.17360722662,1,1,"Y","F",2009,1
"6755_6997","2010.6755_6997",2010,0,"river_rivermound","no",NA,1,0,NA,1808.79875153946,3650.34906166674,8,1,"Y","F",2009,1
"6761_6760","2010.6761_6760",2010,1,"river_sprucemound","no",NA,1,0,NA,1317.64196500398,3235.3088894364,5,1,"Y","M",2009,1
"6771_6981","2010.6771_6981",2010,0,"gothictown","no",NA,0,0,NA,1757.73358340021,3475.97995160658,3,1,"Y","F",2009,1
"6774_6766","2010.6774_6766",2010,0,"mm_aspen","no",NA,1,0,NA,985.926298343563,3069.11973111741,9,1,"Y","F",2009,1
"6779_6729","2010.6779_6729",2010,1,"picnic_lower","no",NA,1,0,NA,938.732652619105,2771.2061604563,8,1,"Y","F",2009,1
"6794_6799","2010.6794_6799",2010,1,"picnic_middle","no",NA,1,NA,NA,969.257392363279,2871.19245072386,12,1,"Y","F",2009,1
"6795_6476","2010.6795_6476",2010,0,"picnic_lower",NA,NA,1,0,NA,NA,NA,NA,1,"Y","F",2009,1
"6796_6484","2010.6796_6484",2010,1,"picnic_lower","no",NA,1,0,NA,1084.38555284687,2690.51255637302,6,1,"Y","M",2009,1
"6826_7904","2010.6826_7904",2010,0,"horsemound","no",NA,0,NA,NA,590.272613823289,1679.95831409758,2,0,"J","M",2010,0
"6827_6832","2010.6827_6832",2010,1,"stonefield","no",NA,NA,NA,NA,363.196774062435,1258.98324194845,4,0,"J","F",2010,0
"6828_6830","2010.6828_6830",2010,1,"picnic","no",NA,1,NA,NA,492.010364323706,1512.38829082045,2,0,"J","M",2010,0
"6829_6897","2010.6829_6897",2010,0,"bench",NA,NA,0,NA,NA,231.14175741909,1264.50266410055,1,0,"J","M",2010,0
"6834_6336","2010.6834_6336",2010,0,"river",NA,NA,0,NA,NA,437.89256271134,1333.95612444988,1,0,"J","F",2010,0
"6835_6898","2010.6835_6898",2010,1,"boulder","no",NA,NA,NA,NA,459.176886078793,1102.55566733666,5,0,"J","F",2010,0
"6837_6847","2010.6837_6847",2010,0,"gothictown","no",NA,0,NA,NA,260.147151713496,1557.3449964146,3,0,"J","M",2010,0
"6850_6860","2010.6850_6860",2010,0,"river",NA,NA,0,NA,NA,458.50866337358,1437.29722465345,1,0,"J","M",2010,0
"6857_6880","2010.6857_6880",2010,0,"river","no",NA,0,NA,NA,478.920419293265,1509.60109305149,4,0,"J","F",2010,0
"6858_4465","2010.6858_4465",2010,0,"gothictown","no",NA,0,NA,NA,400.359502364831,1539.5830811444,3,0,"J","M",2010,0
"6861_6876","2010.6861_6876",2010,0,"river","no",NA,0,NA,NA,448.523775559106,1259.12846596326,5,0,"J","M",2010,0
"6862_6856","2010.6862_6856",2010,0,"bench",NA,NA,0,NA,NA,244.412168939133,1320.62834374393,4,0,"J","M",2010,0
"6868_6157","2010.6868_6157",2010,0,"gothictown","no",NA,0,NA,NA,334.14903232263,1784.46231274151,3,0,"J","M",2010,0
"6870_6866","2010.6870_6866",2010,0,"bench","no",NA,0,NA,NA,342.317994115303,1633.81979240943,5,0,"J","M",2010,0
"6877_6885","2010.6877_6885",2010,0,"gothictown",NA,NA,0,NA,NA,459.298042420426,1561.96912933673,3,0,"J","F",2010,0
"6878_6854","2010.6878_6854",2010,0,"river","no",NA,0,NA,NA,405.603832687523,1385.42456710914,5,0,"J","M",2010,0
"6879_4824","2010.6879_4824",2010,0,"river","no",NA,0,NA,NA,529.21563594529,1563.77593830464,1,0,"J","M",2010,0
"6882_6881","2010.6882_6881",2010,0,"bench","no",NA,1,NA,NA,296.834910739045,1614.3305838697,4,0,"J","M",2010,0
"6883_6409","2010.6883_6409",2010,0,"river","no",NA,1,NA,NA,463.382090767869,1417.58032083776,5,0,"J","M",2010,0
"6887_4819","2010.6887_4819",2010,0,"river",NA,NA,0,NA,NA,576.000177060668,1583.11777030244,1,0,"J","F",2010,0
"6892_6891","2010.6892_6891",2010,0,"picnic_lower","no",NA,1,NA,NA,470.726522367137,969.995236019308,4,0,"J","F",2010,0
